             pointing  group        RA       Dec  skip        SN               filename                 field detname  tilenumber
       401.D.2021aaqn    401  39.49248  -1.88699     0  2021aaqn           401.D.a.json              2021aaqn     NaN        <NA>
              401.E.a    401  42.07422  -4.14825     0       NaN           401.E.a.json                  401E     NaN        <NA>
              401.F.a    401  35.66058  -7.59698     0       NaN           401.F.a.json                  401F     NaN        <NA>
              403.A.a    403  49.35690  -4.19825     0       NaN           403.A.a.json                  403A     NaN        <NA>
              403.B.a    403  49.35806  -1.09939     0       NaN           403.B.a.json                  403B     NaN        <NA>
              403.C.a    403  52.45690  -4.19825     0       NaN           403.C.a.json                  403C     NaN        <NA>
              403.D.a    403  52.45806  -1.09939     0       NaN           403.D.a.json                  403D     NaN        <NA>
              403.E.a    403  48.56428   2.19932     0       NaN           403.E.a.json                  403E     NaN        <NA>
              403.F.a    403  45.50538  -1.04941     0       NaN           403.F.a.json                  403F     NaN        <NA>
              412.A.a    412 112.70466  -4.19633     0       NaN                    NaN                  412A     NaN        <NA>
              412.B.a    412 112.70696  -1.09862     0       NaN                    NaN                  412B     NaN        <NA>
              412.C.a    412 115.80798  -4.19633     0       NaN                    NaN                  412C     NaN        <NA>
              412.D.a    412 115.81028  -1.09862     0       NaN                    NaN                  412D     NaN        <NA>
              412.E.a    412 118.91130  -4.19633     0       NaN                    NaN                  412E     NaN        <NA>
              412.F.a    412 118.91360  -1.09862     0       NaN                    NaN                  412F     NaN        <NA>
        415.A.2021koj    415 125.20341 -12.59814     1   2021koj     415.A.2021koj.json               2021koj     NaN        <NA>
              415.A.a    415 123.11854 -12.01966     1       NaN           415.A.a.json                  415A     NaN        <NA>
              415.A.b    415 129.50749  -1.33955     1       NaN           415.A.b.json                 415Ab     NaN        <NA>
              415.B.a    415 133.71430  -0.53830     1       NaN           415.B.a.json                  415B     NaN        <NA>
              415.A.a    415 134.27616   0.28482     0       NaN           415.A.a.json                  415A     NaN        <NA>
              415.B.a    415 134.25118   3.33427     0       NaN           415.B.a.json                  415B     NaN        <NA>
              415.C.a    415 137.34463   0.24775     0       NaN           415.C.a.json                  415C     NaN        <NA>
              415.D.a    415 137.31977   3.36790     0       NaN           415.D.a.json                  415D     NaN        <NA>
              415.E.a    415 140.53280   0.17263     0       NaN           415.E.a.json                  415E     NaN        <NA>
              415.F.a    415 140.52100   3.35919     0       NaN           415.F.a.json                  415F     NaN        <NA>
              418.A.a    418 154.95787  -4.32500     1       NaN           418.A.a.json                  418A     NaN        <NA>
              418.F.a    418 162.23881   0.36487     1       NaN           418.F.a.json                  418F     NaN        <NA>
              418.A.a    418 155.25000  -4.20000     0       NaN           418.A.a.json                  418A     NaN        <NA>
              418.B.a    418 155.25000  -1.10000     0       NaN           418.B.a.json                  418B     NaN        <NA>
              418.C.a    418 158.35000  -4.20000     0       NaN           418.C.a.json                  418C     NaN        <NA>
              418.D.a    418 164.09242   2.03784     1       NaN           418.D.a.json                  418D     NaN        <NA>
              418.E.a    418 161.46003  -4.20007     0       NaN           418.E.a.json                  418E     NaN        <NA>
              418.F.a    418 162.45227  -1.09996     0       NaN           418.F.a.json                  418F     NaN        <NA>
         418.D.21agfq    418 164.27107   1.62810     0  2021agfq                    NaN              2021agfq     NaN        <NA>
              423.B.a    423 192.02585  -1.82954     1       NaN           423.B.a.json                  423B     NaN        <NA>
              423.C.a    423 195.42972  -3.84983     1       NaN           423.C.a.json                  423C     NaN        <NA>
        423.E.2021fxy    423 198.62008 -19.44426     1   2021fxy     423.E.2021fxy.json               2021fxy     NaN        <NA>
      423.E.a.2021fxy    423 198.62008 -19.44426     1   2021fxy   423.E.a.2021fxy.json               2021fxy     NaN        <NA>
              423.A.a    423 189.31609  -4.19949     0       NaN           423.A.a.json                  423A     NaN        <NA>
              423.B.a    423 190.70000  -1.10000     0       NaN           423.B.a.json                  423B     NaN        <NA>
              423.C.a    423 193.80000  -4.20000     0       NaN           423.C.a.json                  423C     NaN        <NA>
              423.D.a    423 193.80000  -1.10000     0       NaN           423.D.a.json                  423D     NaN        <NA>
              423.E.a    423 196.91001  -4.20001     0       NaN           423.E.a.json                  423E     NaN        <NA>
              423.F.a    423 196.90000  -1.10000     0       NaN           423.F.a.json                  423F     NaN        <NA>
              428.A.a    428 225.35406  -3.78353     0       NaN           428.A.a.json                  428A     NaN        <NA>
              428.B.a    428 223.44015   3.77055     0       NaN           428.B.a.json                  428B     NaN        <NA>
              428.C.a    428 228.45739  -3.78353     0       NaN           428.C.a.json                  428C     NaN        <NA>
              428.D.a    428 228.45854  -0.68467     0       NaN           428.D.a.json                  428D     NaN        <NA>
              428.E.a    428 231.56073  -3.78353     0       NaN           428.E.a.json                  428E     NaN        <NA>
              428.F.a    428 231.56188  -0.68467     0       NaN           428.F.a.json                  428F     NaN        <NA>
              440.A.a    440 310.95141  -4.19825     0       NaN           440.A.a.json                  440A     NaN        <NA>
              440.B.a    440 310.95278  -0.48766     0       NaN           440.B.a.json                  440B     NaN        <NA>
              440.C.a    440 314.05470  -4.19825     0       NaN           440.C.a.json                  440C     NaN        <NA>
              440.D.a    440 314.75592  -0.89946     0       NaN           440.D.a.json                  440D     NaN        <NA>
              440.E.a    440 317.15803  -4.19825     0       NaN           440.E.a.json                  440E     NaN        <NA>
              440.F.a    440 317.85926  -0.89946     0       NaN           440.F.a.json                  440F     NaN        <NA>
              448.A.a    448  10.69588   2.69921     0       NaN           448.A.a.json                  448A     NaN        <NA>
              448.B.a    448  17.39650   4.29861     0       NaN           448.B.a.json                  448B     NaN        <NA>
              448.C.a    448  13.80582   2.99910     0       NaN           448.C.a.json                  448C     NaN        <NA>
              448.D.a    448  13.80698   6.09795     0       NaN           448.D.a.json                  448D     NaN        <NA>
              448.E.a    448  17.41493   1.14976     0       NaN           448.E.a.json                  448E     NaN        <NA>
              448.F.a    448  20.91554   2.79917     0       NaN           448.F.a.json                  448F     NaN        <NA>
        468.F.2021kut    468 158.03605   6.96892     0   2021kut     468.F.2021kut.json               2021kut     NaN        <NA>
              474.A.a    474 189.69560   1.90900     0       NaN           474.A.a.json                  474A     NaN        <NA>
              474.B.a    474 185.77069   5.34091     0       NaN         474.B_1.a.json                  474B     NaN        <NA>
              474.C.a    474 193.80578   2.99910     0       NaN           474.C.a.json                  474C     NaN        <NA>
              474.D.a    474 193.80693   6.09795     0       NaN           474.D.a.json                  474D     NaN        <NA>
              474.E.a    474 185.87163   3.17567     0       NaN           474.E.a.json                  474E     NaN        <NA>
              474.F.a    474 196.90693   6.09795     0       NaN           474.F.a.json                  474F     NaN        <NA>
              477.D.a    477 219.38646  12.57329     1       NaN           477.D.a.json                  477D     NaN        <NA>
              477.E.a    477 215.90610   2.44253     1       NaN           477.E.a.json                  477E     NaN        <NA>
              477.F.a    477 216.52296  15.59345     1       NaN           477.F.a.json                  477F     NaN        <NA>
              477.A.a    477 211.22529   3.00000     0       NaN           477.A.a.json                  477A     NaN        <NA>
              477.B.a    477 211.22529   6.10000     0       NaN           477.B.a.json                  477B     NaN        <NA>
              477.C.a    477 214.32529   3.00000     0       NaN           477.C.a.json                  477C     NaN        <NA>
              477.D.a    477 214.32529   6.10000     0       NaN           477.D.a.json                  477D     NaN        <NA>
              477.E.a    477 217.42529   3.00000     0       NaN           477.E.a.json                  477E     NaN        <NA>
              477.F.a    477 217.42529   6.10000     0       NaN           477.F.a.json                  477F     NaN        <NA>
              494.A.a    494 326.17093   3.41856     0       NaN           494.A.a.json                  494A     NaN        <NA>
              494.B.a    494 328.22209   6.51741     0       NaN           494.B.a.json                  494B     NaN        <NA>
              494.C.a    494 330.78058   3.01870     0       NaN           494.C.a.json                  494C     NaN        <NA>
              494.D.a    494 331.33173   6.11756     0       NaN           494.D.a.json                  494D     NaN        <NA>
              494.E.a    494 334.18790   0.28310     0       NaN           494.E.a.json                  494E     NaN        <NA>
       494.F.2021aabp    494 346.94317   9.25994     0  2021aabp    494.F.2021aabp.json              2021aabp     NaN        <NA>
              494.F.a    494 334.44153   6.11756     1       NaN           494.F.a.json                  494F     NaN        <NA>
              523.C.a    523 173.89575   8.61309     0       NaN           523.C.a.json                  523C     NaN        <NA>
              523.D.a    523 173.24314  13.48619     0       NaN           523.D.a.json                  523D     NaN        <NA>
              525.A.a    525 186.30000  14.50000     0       NaN           525.A.a.json                  525A     NaN        <NA>
              525.A.b    525 188.50000  14.50000     0       NaN           525.A.b.json                 525Ab     NaN        <NA>
              525.B.a    525 189.30000   9.80000     0       NaN           525.B.a.json                  525B     NaN        <NA>
              525.B.b    525 186.90000   9.90000     0       NaN           525.B.b.json                 525Bb     NaN        <NA>
              525.C.a    525 184.50000   9.70000     0       NaN           525.C.a.json                  525C     NaN        <NA>
              525.C.b    525 191.50000  12.20000     0       NaN           525.C.b.json                 525Cb     NaN        <NA>
              525.D.a    525 183.24210  12.38668     0       NaN           525.D.a.json                  525D     NaN        <NA>
              525.D.b    525 185.44210  12.38668     0       NaN           525.D.b.json                 525Db     NaN        <NA>
              525.E.a    525 186.60000  12.30000     0       NaN           525.E.a.json                  525E     NaN        <NA>
              525.E.b    525 189.00000  12.10000     0       NaN           525.E.b.json                 525Eb     NaN        <NA>
              525.F.a    525 184.80000   6.10000     0       NaN           525.F.a.json                  525F     NaN        <NA>
              525.F.b    525 187.80000   7.20000     0       NaN           525.F.b.json                 525Fb     NaN        <NA>
        531.A.2021jvs    531 223.75141   6.69150     0   2021jvs     531.A.2021jvs.json               2021jvs     NaN        <NA>
              531.A.a    531 227.49601  10.19641     1       NaN           531.A.a.json                  531A     NaN        <NA>
              531.B.a    531 227.49726  13.29522     0       NaN           531.B.a.json                  531B     NaN        <NA>
              531.C.a    531 230.66234  10.19641     0       NaN           531.C.a.json                  531C     NaN        <NA>
              531.D.a    531 230.66360  13.29522     0       NaN           531.D.a.json                  531D     NaN        <NA>
              531.E.a    531 234.97517  10.17828     0       NaN           531.E.a.json                  531E     NaN        <NA>
              531.F.a    531 233.82997  13.29522     0       NaN           531.F.a.json                  531F     NaN        <NA>
              544.A.a    544 318.69489   9.54018     0       NaN           544.A.a.json                  544A     NaN        <NA>
              544.B.a    544 318.54936  13.28592     0       NaN           544.B.a.json                  544B     NaN        <NA>
              544.C.a    544 321.86122   9.54018     0       NaN           544.C.a.json                  544C     NaN        <NA>
              544.D.a    544 321.71491  12.63665     0       NaN           544.D.a.json                  544D     NaN        <NA>
              544.E.a    544 325.07478   9.53941     0       NaN           544.E.a.json                  544E     NaN        <NA>
              544.F.a    544 324.88125  12.63665     0       NaN           544.F.a.json                  544F     NaN        <NA>
              550.A.a    550 359.94312  17.39360     0       NaN           550.A.a.json                  550A     NaN        <NA>
              550.B.a    550 359.94458  20.49234     0       NaN           550.B.a.json                  550B     NaN        <NA>
              550.C.a    550   3.22075  17.39360     0       NaN           550.C.a.json                  550C     NaN        <NA>
              550.D.a    550   3.22246  20.99213     0       NaN           550.D.a.json                  550D     NaN        <NA>
              550.E.a    550   6.49841  17.39360     0       NaN           550.E.a.json                  550E     NaN        <NA>
              550.F.a    550   6.49988  20.49234     0       NaN           550.F.a.json                  550F     NaN        <NA>
              575.A.a    575 189.36417  22.53169     0       NaN           575.A.a.json                  575A     NaN        <NA>
              575.B.a    575 178.48851  24.62962     0       NaN           575.B.a.json                  575B     NaN        <NA>
    577.A.21inl_21lxb    577 195.86873  28.67081     0 21inl_lxb 577.A.21inl_21lxb.json             21inl_lxb     NaN        <NA>
              577.A.a    577 196.18796  29.27652     1       NaN           577.A.a.json                  577A     NaN        <NA>
              577.B.a    577 194.03777  21.38709     0       NaN           577.B.a.json                  577B     NaN        <NA>
        583.2021kpu.a    583 231.09059  22.42031     0   2021kpu     583.2021kpu.a.json               2021kpu     NaN        <NA>
              583.A.a    583 236.40958  17.39360     0       NaN           583.A.a.json                  583A     NaN        <NA>
              583.B.a    583 236.41104  20.49234     0       NaN           583.B.a.json                  583B     NaN        <NA>
              583.C.a    583 239.68869  20.49236     0       NaN           583.C.a.json                  583C     NaN        <NA>
              583.E.a    583 235.48149  13.91824     0       NaN         583.E_1.a.json                  583E     NaN        <NA>
              583.F.a    583 245.38154  20.49617     0       NaN           583.F.a.json                  583F     NaN        <NA>
              600.A.a    600 357.44515  24.59058     0       NaN           600.A.a.json                  600A     NaN        <NA>
              600.B.a    600 359.24698  27.68917     0       NaN           600.B.a.json                  600B     NaN        <NA>
              600.C.a    600   1.19827  23.99084     0       NaN           600.C.a.json                  600C     NaN        <NA>
              600.D.a    600   2.70044  27.68917     0       NaN           600.D.a.json                  600D     NaN        <NA>
              600.E.a    600   6.15211  24.59058     0       NaN           600.E.a.json                  600E     NaN        <NA>
              600.F.a    600   6.15394  27.68917     0       NaN           600.F.a.json                  600F     NaN        <NA>
        629.A.2021lat    629 220.38288  24.21769     0   2021lat     629.A.2021lat.json               2021lat     NaN        <NA>
              632.A.a    632 238.76469  24.59058     0       NaN           632.A.a.json                  632A     NaN        <NA>
              632.B.a    632 238.76653  27.68917     0       NaN           632.B.a.json                  632B     NaN        <NA>
              632.C.a    632 241.86431  25.74505     0       NaN           632.C.a.json                  632C     NaN        <NA>
              632.D.a    632 242.21998  27.68917     0       NaN           632.D.a.json                  632D     NaN        <NA>
              632.E.a    632 245.67165  24.59058     0       NaN           632.E.a.json                  632E     NaN        <NA>
              632.F.a    632 245.67348  27.68917     0       NaN           632.F.a.json                  632F     NaN        <NA>
              674.E.a    674 210.89111  27.88745     0       NaN           674.E.a.json                  674E     NaN        <NA>
              679.A.a    679 240.64809  32.20932     0       NaN           679.A.a.json                  679A     NaN        <NA>
              679.B.a    679 240.65060  35.30769     0       NaN           679.B.a.json                  679B     NaN        <NA>
              679.C.a    679 244.35917  32.20932     0       NaN           679.C.a.json                  679C     NaN        <NA>
              679.D.a    679 244.36168  35.30769     0       NaN           679.D.a.json                  679D     NaN        <NA>
              679.E.a    679 248.07030  32.20932     0       NaN           679.E.a.json                  679E     NaN        <NA>
              679.F.a    679 248.07281  35.30769     0       NaN           679.F.a.json                  679F     NaN        <NA>
              691.A.a    691 335.38236  31.78719     0       NaN           691.A.a.json                  691A     NaN        <NA>
              691.B.a    691 335.38482  34.88557     0       NaN           691.B.a.json                  691B     NaN        <NA>
              691.C.a    691 339.09344  31.78719     0       NaN           691.C.a.json                  691C     NaN        <NA>
              691.D.a    691 339.09664  35.73680     0       NaN           691.D.a.json                  691D     NaN        <NA>
              691.E.a    691 342.80457  31.78719     0       NaN           691.E.a.json                  691E     NaN        <NA>
              691.F.a    691 342.80703  34.88557     0       NaN           691.F.a.json                  691F     NaN        <NA>
              719.A.a    719 216.17261  38.98321     0       NaN           719.A.a.json                  719A     NaN        <NA>
              719.B.a    719 215.98708  42.08125     0       NaN           719.B.a.json                  719B     NaN        <NA>
              719.C.a    719 217.54223  33.99573     0       NaN           719.C.a.json                  719C     NaN        <NA>
              719.D.a    719 220.16515  42.08131     0       NaN           719.D.a.json                  719D     NaN        <NA>
              719.E.a    719 224.15053  38.98321     0       NaN           719.E.a.json                  719E     NaN        <NA>
              719.F.a    719 224.34316  42.08131     0       NaN           719.F.a.json                  719F     NaN        <NA>
              393.A.a    393 342.47540 -11.39534     0       NaN                    NaN                  393A     NaN        <NA>
              393.B.a    393 342.47670  -8.29664     0       NaN                    NaN                  393B     NaN        <NA>
              393.C.a    393 345.62178 -11.39534     0       NaN                    NaN                  393C     NaN        <NA>
              393.D.a    393 345.62308  -8.29664     0       NaN                    NaN                  393D     NaN        <NA>
              393.E.a    393 348.76816 -11.39534     0       NaN                    NaN                  393E     NaN        <NA>
              393.F.a    393 348.76946  -8.29664     0       NaN                    NaN                  393F     NaN        <NA>
              495.A.a    495 335.64160   2.99909     0       NaN                    NaN                  495A     NaN        <NA>
              495.B.a    495 335.64277   6.09792     0       NaN                    NaN                  495B     NaN        <NA>
              495.C.a    495 338.75140   2.99909     0       NaN                    NaN                  495C     NaN        <NA>
              495.D.a    495 338.75257   6.09792     0       NaN                    NaN                  495D     NaN        <NA>
              495.E.a    495 341.86120   2.99909     0       NaN                    NaN                  495E     NaN        <NA>
              495.F.a    495 341.86237   6.09792     0       NaN                    NaN                  495F     NaN        <NA>
         618.C.21aggu    618 137.73455  18.03640     0  2021aggu                    NaN              2021aggu     NaN        <NA>
                 CDFS    NaN  52.65000 -28.13500     0       NaN           CDFS.gi.json                  CDFS     NaN        <NA>
           GRB210919A    NaN  80.30970   1.33940     0       NaN        GRB210919A.json            GRB210919A     NaN        <NA>
        505.A.2021zby    505  44.43970  11.25110     0   2021zby                    NaN               2021zby     NaN        <NA>
             2021agji    NaN 141.77470  24.02500     0  2021agji                    NaN              2021agji     NaN        <NA>
              2019tsf    NaN 167.13667 -10.40170     0   2019tsf                    NaN               2019tsf     NaN        <NA>
              2021gno    NaN 183.04289  13.16000     0   2021gno                    NaN               2021gno     NaN        <NA>
              2020nov    NaN 254.55404   2.03751     0       NaN                    NaN               2020nov     NaN        <NA>
               2022ys    NaN  35.44668 -11.00000     0       NaN                    NaN                2022ys     NaN        <NA>
              2022aau    NaN  71.42429 -60.02000     0       NaN                    NaN               2022aau     NaN        <NA>
           grb211227A    NaN 132.14889  -2.81000     0       NaN                    NaN            grb211227A     NaN        <NA>
               2022zi    NaN  89.89063 -58.24000     0       NaN                    NaN                2022zi     NaN        <NA>
              2022aal    NaN  65.59834 -66.83000     0       NaN                    NaN               2022aal      N4          35
              2022afc    NaN 119.18522  26.97232     0       NaN                    NaN               2022afc      N4          35
              2021zny    NaN  30.89694  15.82959     0       NaN                    NaN               2021zny      N4          35
               2021zj    NaN 169.13384  29.18314     0       NaN                    NaN                2021zj      N4          35
               2022zj    NaN 106.96094 -71.43791     0       NaN                    NaN                2022zj      N4          35
            AT2022cmc    NaN 203.70000  33.20000     0       NaN                    NaN             AT2022cmc     NaN        <NA>
              2022czy    NaN 185.50249  17.08257     0       NaN                    NaN               2022czy      N4          35
              2022jli    NaN   8.68617  -8.30329     0       NaN                    NaN               2022jli      N4          35
              2022ngb    NaN 284.21186  36.70586     0       NaN                    NaN               2022ngb      N4          35
           hotshit123    NaN 206.88039 -11.67743     0       NaN                    NaN            hotshit123      N4          35
          hotshit0817    NaN 322.41541   0.17704     0       NaN                    NaN           hotshit0817      N4          35
             2021afuq    NaN 156.96432 -43.81500     0       NaN                    NaN              2021afuq      N4          35
              2020pju    NaN  54.37231 -24.41416     0       NaN                    NaN               2020pju      N4          35
              2020jfo    NaN 185.45818   4.56867     0       NaN                    NaN               2020jfo      N4          35
              2022ssk    NaN  37.36681  -5.76138     0       NaN                    NaN               2022ssk      N4          35
              2022tmo    NaN  68.96201 -13.24019     0       NaN                    NaN               2022tmo      N4          35
              2022tiv    NaN 320.98704 -22.64836     0       NaN                    NaN               2022tiv      N4          35
              2022uto    NaN  40.74517  17.29757     0       NaN                    NaN               2022uto      N4          35
              2022pda    NaN 331.05563 -18.74091     0       NaN                    NaN               2022pda      N4          35
              2017gkp    NaN 131.79655 -33.66604     0       NaN                    NaN               2017gkp      N4          35
              2018ibb    NaN  69.73500 -20.57526     0       NaN                    NaN               2018ibb      N4          35
              2020uew    NaN  49.84699 -29.89792     0       NaN                    NaN               2020uew      N4          35
              2020xga    NaN  56.66184 -11.15576     0       NaN                    NaN               2020xga      N4          35
              2020zbf    NaN  29.50411 -41.26074     0       NaN                    NaN               2020zbf      N4          35
               2021ek    NaN  50.95580  -9.95778     0       NaN                    NaN                2021ek      N4          35
              2021fpl    NaN 303.57533 -18.09539     0       NaN                    NaN               2021fpl      N4          35
              2021ynn    NaN  42.64538 -19.77612     0       NaN                    NaN               2021ynn      N4          35
              2022wbc    NaN 331.99282   7.22235     0       NaN                    NaN               2022wbc      N4          35
              2022vye    NaN 357.07315   2.42817     0       NaN                    NaN               2022vye      N4          35
              2022xkq    NaN  76.34656 -11.79527     0       NaN                    NaN               2022xkq      N4          35
              2022xiw    NaN 288.26232  19.86040     0       NaN                    NaN               2022xiw      N4          35
              2022vqx    NaN 112.17571  17.33745     0       NaN                    NaN               2022vqx      N4          35
              2022wiv    NaN  66.28029   1.06552     0       NaN                    NaN               2022wiv      N4          35
              2022xbu    NaN 319.97994  -6.35050     0       NaN                    NaN               2022xbu      N4          35
              2022xxu    NaN 313.99826  17.89071     0       NaN                    NaN               2022xxu      N4          35
              2022wsq    NaN  19.99586  15.68973     0       NaN                    NaN               2022wsq      N4          35
              2022zut    NaN 175.24291  11.55669     0       NaN                    NaN               2022zut      N4          35
              2021zfw    NaN 322.90482  11.91995     0       NaN                    NaN               2021zfw      N4          35
              2022pvn    NaN 351.30182  22.41966     0       NaN                    NaN               2022pvn      N4          35
             2022aaaw    NaN  16.54223   1.44889     0       NaN                    NaN              2022aaaw      N4          35
              2022zxj    NaN   0.21277  -2.21379     0       NaN                    NaN               2022zxj      N4          35
             2022aajn    NaN 107.06252  21.15958     0       NaN                    NaN              2022aajn      N4          35
             2022abom    NaN  55.28593  -2.76156     0       NaN                    NaN              2022abom      N4          35
             2022abvt    NaN  22.67847 -31.42743     0       NaN                    NaN              2022abvt      N4          35
             2022aczp    NaN 191.95138 -15.24624     0       NaN                    NaN              2022aczp      N4          35
             2022adcf    NaN 156.21571   9.68052     0       NaN                    NaN              2022adcf      N4          35
             2022aduk    NaN 159.69168 -17.47490     0       NaN                    NaN              2022aduk      N4          35
             2022adqz    NaN  56.45794 -19.21893     0       NaN                    NaN              2022adqz      N4          35
               2023ed    NaN 145.70929 -29.51168     0       NaN                    NaN                2023ed      N4          35
               2023bu    NaN 178.29473 -17.75575     0       NaN                    NaN                2023bu      N4          35
               2023da    NaN 194.89430 -16.27061     0       NaN                    NaN                2023da      N4          35
                2023R    NaN 150.26594  -5.04277     0       NaN                    NaN                 2023R      N4          35
               2023wl    NaN 168.94735   0.93944     0       NaN                    NaN                2023wl      N4          35
               2023dk    NaN  77.77418  -0.99331     0       NaN                    NaN                2023dk      N4          35
              2023bee    NaN 134.04630  -3.23856     0       NaN                    NaN               2023bee      N4          35
               2023jb    NaN 156.54566  18.59899     0       NaN                    NaN                2023jb      N4          35
               2023nj    NaN 143.20259  -5.44910     0       NaN                    NaN                2023nj      N4          35
              2023alf    NaN 207.46112 -13.11695     0       NaN                    NaN               2023alf      N4          35
              2023clx    NaN 175.03713  15.41450     0       NaN                    NaN               2023clx      N4          35
              2023emq    NaN 203.58946 -23.64392     0       NaN                    NaN               2023emq      N4          35
              2023day    NaN 213.40047  -5.64341     0       NaN                    NaN               2023day      N4          35
              2023ftr    NaN 139.20585  20.26534     0       NaN                    NaN               2023ftr      N4          35
              2023ext    NaN 165.01278   8.25377     0       NaN                    NaN               2023ext      N4          35
              2023gft    NaN 321.50336  -3.71125     0       NaN                    NaN               2023gft      N4          35
              2023gfs    NaN 194.59295 -12.49281     0       NaN                    NaN               2023gfs      N4          35
